Name	County	Location	AcresBurned	Year	Month	Extinguished	Started
Creek Fire	Fresno	Off Los Gatos Creek Rd, west of Derrick	357	2017	6	1/9/18	6/23/17
King Incident	Tulare	Hwy 201 &amp; Rd 36, Community of Kings River	0	2017	6	1/9/18	6/23/17
Toll Fire	Solano	off of I-80 and Sonoma Blvd,  Vallejo	39	2017	6	1/9/18	6/22/17
Highway Fire	Butte	off of Hwy 99 &amp; Schlaf Dr, east of Lake Oroville 	21	2017	6	1/9/18	6/22/17
Lone Fire	Butte	Lone Tree Rd &amp; Cox Ln, south of Oroville	111	2017	6	1/9/18	6/22/17
Orange Fire	Stanislaus	Off Sonora Rd &amp; Orange Blossom Rd, east of Oakdale	65	2017	6	1/9/18	6/21/17
Quimby Fire	Santa Clara	Off Quimby Rd, west of Grant Ranch Park, East San Jose	54	2017	6	1/9/18	6/21/17
Holcomb Fire	San Bernardino	off Highway 18 &amp; Holcomb Valley Rd, east of Big Bear Lake	1503	2017	6	1/9/18	6/19/17
Evans Fire	Sierra	Off Highway 395 &amp; Scott Rd, east of Loyalton	168	2017	6	1/9/18	6/19/17
Bolla Fire	Tehama	Hwy 36 West, off Tedoc Roadd, west of Platina	60	2017	6	1/9/18	6/18/17
Lambs Fire	Riverside	Manzanita Park and Roadrunner Dr., near Beaumont	10	2017	6	1/9/18	6/18/17
Smiley Fire	Riverside	Reche Canyon Road near Haugen Drive, north of Moreno Valley	153	2017	6	1/9/18	6/18/17
Road Fire	Madera	Road 400 and Road 33, 7 miles east of Madera 	25	2017	6	1/9/18	6/18/17
Highway Fire	Kern	Democrat, west of Lake Isabella	1522	2017	6	1/9/18	6/18/17
Trellis Fire	Riverside	State Highway 74 near Trellis Lane	26	2017	6	1/9/18	6/18/17
Bogus Fire	Siskiyou	Ager Beswick Rd. and Crest Ln. south of Copco Lake	56	2017	6	1/9/18	6/18/17
Lake Fire	Los Angeles	North side of Castaic Lake	850	2017	6	1/9/18	6/17/17
Skyway Fire	Butte	off Skyway and Hwy 99, east of Chico	134	2017	6	1/9/18	6/16/17
Springs Fire	Riverside	off Gilman Springs Road, south of Hwy 60 in Gilman Springs	10	2017	6	1/9/18	6/16/17
Shore Fire	Monterey	Jolon Rd and Frudden Rd, near Lockwood	32	2017	6	1/9/18	6/16/17
Westfall Fire	Mariposa	west of  Westfall Road and north of Whiterock Road	63	2017	6	1/9/18	6/15/17
Canyon Fire	Riverside	Banning	105	2017	6	1/9/18	6/15/17
Nuevo Fire	Riverside	Hansen Avenue and Nuevo Road in Nuevo	28	2017	6	1/9/18	6/15/17
Lucy Fire	San Luis Obispo	off of Lucy Brown Rd, south of Hwy 41	150	2017	6	1/9/18	6/14/17
Refuge Fire	Napa	Knoxville Rd and Eastside Rd, north end of Lake Berryessa 	22	2017	6	1/9/18	6/13/17
Valley Fire	Riverside	San Ignacio Road and East Benton Road, Temecula	33	2017	6	1/9/18	6/13/17
Douglas Fire	San Diego	Hwy. 76 &amp; College Blvd., Oceanside, Camp Pendleton	50	2017	6	1/9/18	6/13/17
King Fire	Tulare	Off of Hot Springs Road, west of the community of California Hot Springs	135	2017	6	1/9/18	6/13/17
Reed Fire	Riverside	off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga	20	2017	6	1/9/18	6/13/17
Wild Fire	Fresno	Jensen Ave at Ohio Ave, Mendota	186	2017	6	1/9/18	6/11/17
Pleyto Fire	Monterey	New Pleyto Road cross of Stern st, Lockwood	32	2017	6	1/9/18	6/11/17
Monterey Fire	Fresno	off South Monterey Ave. &amp; W South Ave., near Tranquillity 	450	2017	6	1/9/18	6/11/17
Tivy Fire	Fresno	near Tivy Mountain	76	2017	6	1/9/18	6/11/17
Red Fire	Tuolumne	Red Hills Road &amp; Six Bit Gulch Road, 2 miles southwest of Chinese Camp	38	2017	6	1/9/18	6/11/17
Bodfish Fire	Kern	5 miles south of Lake Isabella	206	2017	6	1/9/18	6/10/17
Oakwood Fire	Madera	Oakwood Road and Road 406, northeast of Madera	1417	2017	6	1/9/18	6/10/17
Island Fire		off Cocopah Rd and Ocean Bridge, northeast of Winterhaven	0	2017	6	1/9/18	6/9/17
Breckenridge Fire	Kern	Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield 	35	2017	6	1/9/18	6/9/17
Hog Fire	Monterey	Hog Canyon Rd &amp; Ranchita Canyon Rd, southeast of Parkfield	14	2017	6	1/9/18	6/9/17
Dinely Fire	Tulare	off of Dinely Drive in Three Rivers, northeast of Lake Kaweah	339	2017	6	1/9/18	6/7/17
26 Fire	Madera	off of Road 29, north of Ave 26, east of Chowchilla	157	2017	6	1/9/18	6/7/17
Wilbur Fire	Butte	Wilbur rd, north of Oroville Dam blvd    	91	2017	6	1/9/18	6/6/17
Whitepine Fire	Siskiyou	Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook 	46	2017	6	1/9/18	6/6/17
Fish Fire	Contra Costa	Hwy 24, Orinda  	20	2017	6	1/9/18	6/5/17
Pine Fire	Kern	Pine Mountain Rd., 10 miles NE of Bakersfield	10	2017	6	1/9/18	6/5/17
Creek Fire 	Kern	off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella	33	2017	6	1/9/18	6/4/17
Spring Fire 	Tehama	off of Spring Branch Rd, 7 miles east of Cottonwood	78	2017	6	1/9/18	6/4/17
River Fire	Lassen	east of Hwy 395, Doyle	67	2017	6	1/9/18	6/4/17
Shirleon Fire 	Riverside	Old Banning Idyllwild Road &amp; Mount Edna Road, Banning	10	2017	6	1/9/18	6/4/17
Jones Fire	Modoc	Off Hwy 395, south of Alturas	42	2017	6	1/9/18	6/3/17
Vernon Fire	Riverside	Off Soboba Road in San Jacinto	27	2017	6	1/9/18	6/3/17
5 Fire	Los Angeles	I-5, North of Lake Hughes Rd, Community of Cataic 	25	2017	6	1/9/18	6/3/17
Elk Fire	Kern	4 miles south of Buttonwillow 	16	2017	6	1/9/18	6/2/17
Clay Fire	Sacramento	off Clay East Rd, east of Herald	68	2017	6	1/9/18	6/1/17
Fairview Fire	Riverside	Fairview Road &amp; Old Morongo Road, west of Desert Hot Springs 	26	2017	6	1/9/18	6/1/17
Fountain Fire 	Tulare	off Avenue 56 &amp; Road 256, 2 miles east of Ducor	79	2017	5	1/9/18	5/31/17
Matz Fire	San Bernardino	Big Morongo Canyon Preserve, Morongo Valley	16	2017	5	1/9/18	5/29/17
Twenty Fire	Yuba	off Hwy 20 and Escheman Ln, East of Brown	10	2017	5	1/9/18	5/29/17
Champagne Fire	Kern	10 miles West of Rosamond	10	2017	5	1/9/18	5/28/17
Rusty Fire	Fresno	off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis	16	2017	5	1/9/18	5/28/17
Serenas Fire	Riverside	off Avenue 64 and Las Serenas Street	48	2017	5	1/9/18	5/28/17
Lombardi Fire	Calaveras	off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill	15	2017	5	1/9/18	5/28/17
Panoche Fire	Fresno	off Panoche Rd. 4 miles W of I-5 (Fresno County). 	18	2017	5	1/9/18	5/28/17
Range Fire	San Diego	Basilone Road X Las Pulgas Road	1000	2017	5	1/9/18	5/25/17
Lamb Fire	Riverside	Lamb Canyon &amp; Dump Road, north of Hemet 	120	2017	5	1/9/18	5/25/17
Ribbonwood Fire	San Diego	Off of Ribbonwood Road and Interstate 8, east of El Cajon	25	2017	5	1/9/18	5/24/17
Moreno Fire	Riverside	Ironwood Avenue and Moreno Beach Drive	10	2017	5	1/9/18	5/23/17
Bitterwater Fire	San Benito	Bitterwater Rd X Hwy 25, east of King City	21	2017	5	1/9/18	5/22/17
Smiley Fire	Riverside	Reche Canyon Road and Smiley Boulevard	35	2017	5	1/9/18	5/21/17
Gate Fire	San Diego	off of Hwy 94 and Otay Truck Trail, northwest of Dulzura	2056	2017	5	1/9/18	5/20/17
Rocky Fire	San Luis Obispo	off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero	17	2017	5	1/9/18	5/20/17
Ming Fire	Kern	Round Mountain Road and Amaya Court, north of Lake Ming	506	2017	5	1/9/18	5/20/17
Wasioja Fire	Santa Barbara	Wasioja Road and Hwy 166, east of New Cuyama 	190	2017	5	1/9/18	5/20/17
Manning Fire	Fresno	Interstate 5 and Manning Avenue, north of Coalinga	70	2017	5	1/9/18	5/19/17
Range Fire	San Luis Obispo	off of San Antonio Drive and Hwy 101, Camp Roberts	0	2017	5	1/9/18	5/19/17
Deluz Fire	San Diego	Camp Pendleton, north of India Training Area	486	2017	5	1/9/18	5/19/17
Camp Fire	San Luis Obispo	off of Hwy 1 &amp; Range Rd, northeast of San Luis Obispo 	225	2017	5	1/9/18	5/18/17
Elm Fire	Fresno	off of Hwy 198 &amp; Fire Stone, south of Coalinga	10000	2017	5	1/9/18	5/18/17
City Fire	Kings	off of Hwy 41 &amp; I-5, south of Kettleman City	20	2017	5	1/9/18	5/18/17
Moraga Fire	Riverside	Avenue Juan Diaz and Riverside Drive, Jurupa Valley	14	2017	5	1/9/18	5/18/17
Lonoak Fire	Monterey	Lonoak Road and Airline Road, east of King City	17	2017	5	1/9/18	5/17/17
41 Fire	Madera	off of Hwy 41 and Ave 11, north of Fresno	150	2017	5	1/9/18	5/17/17
Pine Fire	Monterey	off of Hwy 198 and Pine Valley Road, southwest of King City	18	2017	5	1/9/18	5/16/17
Arrow Fire	San Luis Obispo	off of Soda Lake	225	2017	5	1/9/18	5/15/17
Bravo Fire	Kern	Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming	288	2017	5	1/9/18	5/15/17
Nacimiento Fire	Monterey	Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley	20	2017	5	1/9/18	5/14/17
Canyon Fire	Riverside	Highway 79, south of Dump Road, Beaumont	17	2017	5	1/9/18	5/14/17
Feed Fire	Kern	Sabastian Rd and Wheeler, southeast of Arvin 	41	2017	5	1/9/18	5/14/17
Hub Fire	Kern	Red Hill Road and Schick Road, 2 miles east of Lake Isabella	31	2017	5	1/9/18	5/12/17
Wright Fire	Merced	Hwy 152 and Arburura Road, southwest of Los Banos	1733	2017	5	1/9/18	5/12/17
Sonoma Fire	Fresno	off Sonoma Ave &amp; Cerini Ave, west of Helm 	400	2017	5	1/9/18	5/10/17
Shandon Fire	San Luis Obispo	Off Lucy Brown Rd, in Shandon	12	2017	5	1/9/18	5/7/17
Olive Fire	San Luis Obispo	Off Highway 41, north of Cholame	130	2017	5	1/9/18	5/2/17
Fay Fire	Kern	Fay Ranch Rd, northeast of Lake Isabella	19	2017	5	1/9/18	5/1/17
Tower Fire	San Bernardino	Cleghorn Road, east of I-15, north of the community of Devore	150	2017	4	1/9/18	4/30/17
Opera Fire	Riverside	off Opera Loop &amp; East Palmyrita Avenue, in Highgrove 	1350	2017	4	1/9/18	4/30/17
Jameson Fire	Riverside	Jameson Rd and Clay Canyon Dr., south of Corona	12	2017	4	1/9/18	4/30/17
Tumey Fire	Fresno	Panoche Rd, 5 miles west of I-5	126	2017	4	1/9/18	4/29/17
El Dorado Fire	Fresno	El Dorado Ave &amp; Kamm Ave, northeast of Coalinga	750	2017	4	1/9/18	4/28/17
Soledad Fire	Monterey	Highway 101 &amp; Front Street, north of Soledad 	10	2017	4	1/9/18	4/24/17
Jayne Fire	Fresno	Off of Hwy 33 and Lost Hills south of Coalinga	4532	2017	4	1/9/18	4/20/17
66 Fire	Riverside	Avenue 66 and Hwy 111 near community of Mecca	15	2017	4	1/9/18	4/13/17
Grace Fire	Shasta	Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown	45	2017	4	1/9/18	4/3/17
West Fire	Modoc	Likely, 15 Miles south of Alturas	380	2017	4	1/9/18	4/3/17
Oroville Spillway 	Butte	Oroville Dam, Canyon Dr. &amp; Oroville Dam Rd, Oroville, CA 95966	0	2017	2	1/9/18	2/7/17
Marek Fire	Los Angeles	Lake View Terrace	4824	2016	11	11/14/16	11/14/16
Gopher Fire	San Diego	Off Gopher Canyon &amp; Interstate 15	28	2016	11	11/14/16	11/13/16
Jacobson Fire	Tulare	Jacobson Drainage in the Golden Trout Wilderness	10	2016	10	12/19/16	10/20/16
Emerald Fire	El Dorado	off Highway 89, near Cascade Lake and Emerald Bay.	176	2016	10	10/17/16	10/14/16
Sacata Fire	Fresno	near Sacata Ridge, located above Pine Flat	2100	2016	10	10/20/16	10/11/16
Creek Fire	Napa	Dry Creek Road 3 miles west of Yountville	65	2016	10	10/12/16	10/10/16
Marshes Fire	Tuolumne	off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir	1080	2016	9	10/4/16	9/26/16
Tobin Fire	Plumas	north of Hwy 70 and west of Jackass Creek Road 	248	2016	9	10/6/16	9/26/16
Loma Fire	Santa Clara	off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill	4474	2016	9	9/19/17	9/26/16
Cow Fire	Shasta	off Whitmore Road and Old Cow Creek Road	100	2016	9	9/25/16	9/25/16
Sawmill Fire	Sonoma	off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale	1547	2016	9	9/29/16	9/25/16
Bell Fire	Amador	off Hwy 49 and Bell Road, 4 miles north of Plymouth 	45	2016	9	9/25/16	9/23/16
Newmark Fire	Fresno	off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger	70	2016	9	9/24/16	9/23/16
Washington Fire	Santa Barbara	off Washington Ave. and Airfield Rd, north of California Blvd 	215	2016	9	9/27/16	9/22/16
Bangor Fire	Butte	off Oro-Bangor Highway &amp; Swedes Flat, 7 miles SE of Oroville	130	2016	9	9/23/16	9/22/16
Butte Fire	Sutter	off Pass Road and Kellogg Road (Near Sutter Buttes West of Yuba City	300	2016	9	9/20/16	9/20/16
Auburn Fire	Nevada	Off South Auburn Street and Whiting Street, Grass Valley	47	2016	9	9/20/16	9/17/16
Owens River Fire	Inyo	Clark Canyon, north of Mammoth Lakes, east of Hwy 395	5443	2016	9	9/18/16	9/17/16
Soup Complex	Modoc	Soup Springs, 12 miles east of Likely	2652	2016	9	10/13/16	9/17/16
Canyon Fire	Santa Barbara	Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base	12518	2016	9	9/27/16	9/17/16
Old Fire	Butte	Off of Old Chico Canyon, west of Forest Ranch	30	2016	9	9/19/16	9/16/16
Hog Fire	Tehama	Off Hwy 36 near Hog Lake, northeast of Red Bluff	321	2016	9	9/13/16	9/13/16
Old Fire	Del Norte	off Old Yosemite Rd, 8 miles east of Greeley Hill	150	2016	9	9/17/16	9/13/16
Moffett Fire	Siskiyou	off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones	32	2016	9	9/13/16	9/12/16
Boys Fire	Sacramento	off of Boys Ranch Road and Scott Road, northwest of Rancho Murieta	40	2016	9	9/12/16	9/11/16
Willard Fire	Lassen	off of Willard Creek Road, west of Susanville	2575	2016	9	9/22/16	9/11/16
Howard Fire	Modoc	in Howards Gulch, north of Canby 	380	2016	9	9/14/16	9/11/16
Ruff Fire 	Mendocino	off of Hwy 101 and Woodruff Rd, north of Laytonville	50	2016	9	9/15/16	9/10/16
Lake Fire	Shasta	off of Lake Blvd south of Shasta Dam Blvd, Shasta Lake City	75	2016	9	9/12/16	9/10/16
Spring Fire	San Bernardino	off of Hwy 138 &amp; Los Flores Rd, south of Hesperia	50	2016	9	9/9/16	9/7/16
Phoenix Fire	Nevada	west of Fordyce Lake near Soda Springs 	38	2016	9	9/8/16	9/7/16
Saddle Fire	Butte	Off Pentz Rd &amp; Lime Saddle Rd, south of Paradise	800	2016	9	9/12/16	9/5/16
Ken Fire	San Bernardino	Off I-15 Between Kenwood and Blue Cut in the Cajon Pass	20	2016	9	9/4/16	9/3/16
Sunny Fire	Fresno	off Sunnyslope Rd &amp; Lakeside Ln near the Pine Flat Lake Reservoir	158	2016	9	9/6/16	9/3/16
Oak Fire	Santa Clara	Off Oak Glen Ave, 2 miles west of Morgan Hill	25	2016	9	9/2/16	9/1/16
Holy Fire	Orange	off Trabuco Creek Rd near Holy Jim Trail	150	2016	8	9/5/16	8/31/16
Mina Fire	Mendocino	off Mina Rd &amp; Trinity County Line, 12 miles northeast of Covelo	36	2016	8	8/31/16	8/30/16
Mockingbird Fire	Lake	Off Hwy 29 &amp; Mockingbird Lane, Upper Lake	20	2016	8	8/31/16	8/30/16
Havilah Fire	Kern	south of Lake Isabella	304	2016	8	8/28/16	8/28/16
Willow Fire	Calaveras	Off Willow Creek Rd &amp; Mountain Ranch Rd, east of San Andreas 	450	2016	8	8/31/16	8/28/16
Gap Fire	Siskiyou	off Seiad Creek Rd, 5 miles northeast o Seiad Valley	33867	2016	8	8/28/16	8/27/16
Santos Fire	Butte	off Hwy 32 at Santos Ranch Rd, south of Forest Ranch	88	2016	8	8/30/16	8/26/16
Range Fire	Kern	off Deer Trail Dr &amp; Hwy 223, 6 miles east of Arvin	600	2016	8	8/29/16	8/26/16
Grade Fire	Siskiyou	off Hwy 263, 2 miles north of Yreka 	710	2016	8	8/30/16	8/24/16
Tully Fire	Humboldt	off of Hwy 169 &amp; Martin's Ferry Rd, northwest of Weitchpec 	599	2016	8	9/4/16	8/22/16
Tule Fire	Tulare	off Hwy 190, 4 miles northeast of Springville	395	2016	8	11/8/16	8/22/16
Bird Fire	San Joaquin	off of Bird Rd &amp; I-580, south of Tracy	147	2016	8	8/20/16	8/20/16
Mokelumne Fire	Alpine	Mokelumne Wilderness	0	2016	8	8/30/16	8/18/16
Beale Fire	Yuba	off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB 	389	2016	8	8/18/16	8/18/16
Blue Cut Fire	San Bernardino	off of I-15 and Hwy 138, north of San Bernardino 	36274	2016	8	8/23/16	8/16/16
Cedar Fire	Kern	off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights	29322	2016	8	10/1/16	8/16/16
Chimney Fire	San Luis Obispo	Running Deer Rd &amp; Chimney Rock Rd south of Lake Nacimiento 	46235	2016	8	9/6/16	8/13/16
Clayton Fire	Lake	off Hwy 29 and Clayton Creek south of Lower Lake	3929	2016	8	8/26/16	8/13/16
Oak Fire	Santa Clara	off Uvas Rd &amp; Watsonville Rd. west of Morgan Hill	25	2016	8	8/14/16	8/12/16
Summit Fire	Humboldt	Three Creeks Summit and Bair Rd. 8 miles west of Willow Creek	21	2016	8	8/19/16	8/12/16
Stafford Fire	Humboldt	Community of Stafford, 7 miles south of Fortuna	23	2016	8	8/16/16	8/11/16
Gopher Fire	San Diego	I-15 &amp; Lawrence Welk Drive, Gopher Canyon	35	2016	8	8/11/16	8/10/16
Kugelman Fire	Lake	off of Kugelman St and Hwy 53, community of Lower Lake	45	2016	8	8/10/16	8/9/16
Knoxville Fire	Lake	Berryessa Knoxville Rd &amp; East Side Rd, north of Lake Berryessa	36	2016	8	8/10/16	8/9/16
Mountain Fire	Shasta	Near Iron Mountain Road, south of Keswick 	35	2016	8	8/10/16	8/9/16
Mineral Fire	Fresno	off Hwy 198 &amp; Mineral Springs Rd, W of Coalinga	7050	2016	8	8/18/16	8/8/16
Pilot Fire	San Bernardino	Pilot Rock &amp; Hwy 138, southeast of Hesperia	8110	2016	8	8/16/16	8/7/16
Deer Fire	Amador	off of Deer Ridge Lane and Buena Vista Road, north of Valley Springs 	26	2016	8	8/6/16	8/5/16
Hart Fire	Kern	off Hwy 58 and Hart Flat Rd, Tehachapi 	100	2016	8	8/7/16	8/4/16
Grub Fire	Madera	off of Grub Gulch Road and Acton Grade Road, west of Oakhurst	85	2016	8	8/6/16	8/4/16
Baker Fire	Tehama	Off Baker Rd &amp; Plymire Rd, 2 miles NW of Red Bluff	80	2016	8	8/4/16	8/3/16
99 Fire	Butte	Off of Highway 99 and Neal Road, south of Chico	520	2016	8	8/3/16	8/2/16
Cold Fire	Yolo	off of Highway 128 west of Pleasants Valley Road, west of Winters	5731	2016	8	8/12/16	8/2/16
Goose Fire	Fresno	Off Gooseberry Ln &amp; Morgan Canyon, south of Prather 	2241	2016	7	8/9/16	7/30/16
Frymire Fire	Tuolumne	Off Frymire Rd &amp; Morrison Rd, east of Oakdale	32	2016	7	8/1/16	7/30/16
Sierra Fire	Santa Clara	Off Sierra Rd &amp; Calaveras Rd, Spring Valley	114	2016	7	7/31/16	7/30/16
Fork Fire	Madera	Off Mammoth Pool Rd &amp; Douglas Ranger Station Rd, east of North Fork	38	2016	7	7/31/16	7/29/16
Franklin Fire	Contra Costa	Cummings Skyway &amp; Franklin Canyon, 6 miles southeast of Rodeo	40	2016	7	7/24/16	7/24/16
Oak Fire	Solano	off Cherry Glen Rd and Oak Canyon Ln, south of Vacaville 	57	2016	7	7/22/16	7/22/16
Bradley Fire	Monterey	off Highway 101 and San Antonio River, south of Bradley 	100	2016	7	7/23/16	7/22/16
Soberanes Fire	Monterey	Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur	132127	2016	7	10/13/16	7/22/16
Storksbill Fire	El Dorado	off Storksbill Rd in Pilot Hill 	50	2016	7	7/23/16	7/22/16
Rock Fire	San Diego	off Highway 67 &amp; Rockhouse Road, near Ramona	28	2016	7	7/24/16	7/22/16
Baker Fire	Calaveras	off Baker St &amp; School St near Copperopolis 	57	2016	7	7/22/16	7/21/16
Roblar Fire	San Diego	Roblar Rd and Case Springs (Camp Pendleton)	1245	2016	7	7/30/16	7/21/16
Table Fire	Siskiyou	Table Rock Rd &amp; Harry Cash Rd, Montague	23	2016	7	7/22/16	7/21/16
Foothill Fire	Lake	off Foothill Drive, community of Lucerne	69	2016	7	7/22/16	7/19/16
Bailey Fire	Siskiyou	Hwy 5 at Bailey Hill, 2 mi southeast of Hilt	26	2016	7	7/20/16	7/19/16
Feather Fire	San Diego	off of El Capitan Truck Trail, south of Ramona 	100	2016	7	7/20/16	7/18/16
Dunnigan Fire	Yolo	off County Road 86 &amp; County Road 6, west of Dunnigan	84	2016	7	7/15/16	7/15/16
Famoso Fire	Kern	off Granite Rd &amp; Famoso Rd, 15 miles east of Famoso	138	2016	7	7/16/16	7/15/16
Green Fire	Fresno	off Auberry Rd &amp; White Thorne Rd, near Prather	123	2016	7	7/16/16	7/15/16
Onyx Fire	Kern	off Coyote Trail &amp; Rocky Hill, East of Onyx	221	2016	7	7/14/16	7/13/16
Sherwood Fire	Ventura	near Lake Sherwood, southwest of Thousand Oaks	78	2016	7	7/15/16	7/13/16
Pacheco Fire	Calaveras	off Lanford Pacheco Rd, south of Valley Springs	341	2016	7	7/16/16	7/12/16
Stagecoach Fire	Calaveras	off Stagecoach Rd and Hwy 4, south of Copperopolis	35	2016	7	7/13/16	7/12/16
Big Fire	Fresno	off Watts Valley Rd. &amp; Big Springs Ln, east of Clovis	188	2016	7	7/13/16	7/11/16
Shelter Fire	Ventura	off Volcan Mountain, north of Julian	15	2016	7	7/12/16	7/11/16
Scott Fire	Sacramento	off of Scotts Road and Latrobe Road, Rancho Murrieta	87	2016	7	7/11/16	7/10/16
Sage Fire	Los Angeles	off of Calgrove Blvd, southwest of Santa Clarita	1100	2016	7	7/16/16	7/9/16
Mercury Fire	San Benito	off of New Idria Rd &amp; Panoche Rd, south of Mercey Hot Springs 	95	2016	7	7/10/16	7/9/16
Fort Fire	Kern	off of I-5, east of Grapevine	554	2016	7	7/10/16	7/8/16
Fiddler Fire	Shasta	off Fiddlers Road, southwest of Igo	303	2016	7	7/12/16	7/8/16
Frame Fire	Fresno	Hwy 198 and Frame Ln, 14 miles west of Coalinga	145	2016	7	7/7/16	7/4/16
Broken Fire	Madera	Hwy 41 and Hummingbird Ln, One mile east of Coarsgold	103	2016	7	7/6/16	7/4/16
Appaloosa Fire	Calaveras	Appaloosa Rd. and Pinto Dr., 5 miles southwest of Angels Camp	310	2016	7	7/8/16	7/2/16
Deer Fire	Kern	Hwy 223 &amp; Deertrail Rd., east of Arvin	1785	2016	7	7/8/16	7/1/16
Flores Fire	Tehama	Interstate 5 &amp; Flores Ave, 5 miles south of Red Bluff	88	2016	7	7/1/16	7/1/16
Curry Fire	Fresno	Curry Mountain, 7 miles SW of Coalinga	2944	2016	7	7/5/16	7/1/16
Lone Pine Fire	Inyo	Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine	30	2016	7	7/2/16	7/1/16
Kuehner Fire	Ventura	off Hwy 118 at Rocky Peak Rd, NE Simi Valley	45	2016	7	7/1/16	7/1/16
Colyear Fire	Tehama	Colyear Springs Road, 7 miles west of Red Bank	464	2016	6	7/4/16	6/30/16
Pine Fire	Ventura	Near Haddock Campground, 3 miles west of the Pine Mtn Lodge, above Middle Sespe.	2304	2016	6	6/30/16	6/30/16
Trailhead Fire	El Dorado, Placer	along the  Middle Fork of the American River near Todd Valley	5645	2016	6	7/18/16	6/28/16
Rancho Fire	Amador	Hwy 104, west of Ione	372	2016	6	6/29/16	6/28/16
Frazier Fire	San Luis Obispo	off Nacimiento Lake Dr. and Frazier Rd.	86	2016	6	6/29/16	6/27/16
Campo Fire	Calaveras	off Campo Seco and Chili Camp Road, near Burson 	33	2016	6	6/30/16	6/27/16
Creek Fire	Yolo	off Hwy 16, 4 miles south of Brooks, near the Cache Creek Casino	277	2016	6	6/27/16	6/26/16
Laguna Fire	Orange	n Laguna Coast Wilderness Park, 2½ miles northeast of Laguna Beach	47	2016	6	6/29/16	6/26/16
Reservoir Fire	Lake	Near Indian Valley Reservoir, 7 miles Southwest of Leesville	215	2016	6	6/28/16	6/26/16
Dinosaur Fire	Merced	Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir 	1246	2016	6	6/26/16	6/25/16
Grant Fire	Alameda	In the Altamont Pass, 10 miles east of Livermore	211	2016	6	6/26/16	6/25/16
Marina Fire	Mono	Hwy 395 &amp; Mono Lake	650	2016	6	7/9/16	6/25/16
Erskine Fire	Kern	Off Erskine Creek Rd in Lake Isabella	48019	2016	6	7/11/16	6/23/16
Lowe Fire	Monterey	East of King City	52	2016	6	6/24/16	6/23/16
Paskenta Fire	Tehama	off Paskenta Rd &amp; Boggs and Chaplin Rd, 18 miles west of Corning	43	2016	6	6/21/16	6/21/16
Moore Fire	Placer	off Moore Rd and South Dowd Rd, west of Lincoln	88	2016	6	6/21/16	6/21/16
70 Fire	Butte	off Highway 70 at Palermo Rd.	49	2016	6	6/21/16	6/21/16
Coal Fire	Butte	Off Coal Canyon Rd &amp; Hwy 70, north of Oroville	112	2016	6	6/20/16	6/20/16
Border Fire	San Diego	off Highway 188 and Highway 94 near Tecate	7609	2016	6	6/30/16	6/19/16
Arroyo Fire	Monterey	Arroyo Seco Rd &amp;  Elm Ave, E of Greenfield	70	2016	6	6/20/16	6/18/16
Camanche Fire	Amador	off Camanche Parkway North &amp; Coal Mine Road, south of Ione	210	2016	6	6/21/16	6/17/16
Sherpa Fire	Santa Barbara	west of Goleta	7474	2016	6	7/12/16	6/15/16
Old Fire	San Benito	off Old Hernandez Road, five miles east of Pinnacles National Park	83	2016	6	6/12/16	6/12/16
Keswick Fire	Shasta	near Keswick Dam Road x Iron Mountain Road N/W of Redding	24	2016	6	6/12/16	6/11/16
Hoag Fire	Tehama	off Corning Road and Gaylord Avenue, east of Corning	80	2016	6	6/11/16	6/11/16
Cotton Fire	Kern	off Highway 41, one mile east of the county line	61	2016	6	6/12/16	6/11/16
Coe Fire	Stanislaus	Henry W. Coe State Park, Del Puerto Canyon, 20 miles west of Gustine (Stanislaus Co.)	120	2016	6	6/9/16	6/7/16
Pony Fire	Siskiyou	15 miles SW of Happy Camp (Siskiyou County)	2860	2016	6	11/8/16	6/7/16
Temecula Fire	Riverside	Off I-15 south of Temecula Parkway	139	2016	6	6/7/16	6/4/16
Coleman Fire	Monterey	off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett	2520	2016	6	6/20/16	6/4/16
